공고,회사명,공고 링크,위치,모집 기한,자격 조건,기술 스택 
[홍대/정규직/연봉최대1억] 개발총괄 (CTO or Tech Lead),(주)사람인에이치에스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44040363&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기전체 ,채용시,"['경력10년↑', '학력무관']","['데이터분석가', ' 데이터엔지니어', ' 앱개발', ' 웹개발', ' CPO ']"
"[분당] 하이닉스 시스템 운영 및 유지보수 (JAVA, React)",(주)대원씨앤씨,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44133468&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기 성남시 분당구 ,~ 11/04(금),"['경력 5~19년', '학력무관']","['Java', ' ReactJS', ' 유지보수', ' jQuery', ' React ']"
백앤드 경력개발자 채용합니다.,(주)베이리스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44097081&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기전체 ,상시채용,"['신입·경력', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' DBA', ' SE(시스템엔지니어) ']"
가비아CNS PHP개발 경력자 채용,(주)가비아씨엔에스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44018561&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기 성남시 분당구 ,~ 10/31(월),"['경력3년↑', '학력무관']","['백엔드/서버개발', ' 웹개발', ' MSSQL', ' MySQL', ' Node.js ']"
솔루션 개발 및 프로젝트 관리 엔지니어 모집,(주)이파피루스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=41637062&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기전체 ,상시채용,"['신입·경력', '학력무관']","['기술지원', ' 웹개발', ' 프론트엔드', ' DBA', ' SE(시스템엔지니어) ']"
백엔드개발자,(주)이파피루스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=41314459&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기전체 ,상시채용,"['경력 1~15년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' 인프라', ' AWS ']"
(주) 마인즈랩 웹 백엔드 개발자 채용,(주)마인즈랩,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43762870&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기 성남시 분당구 ,~ 10/15(토),"['경력 7~15년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' Java', ' Kotlin', ' NoSQL ']"
웹 프론트엔드 개발자,킹스정보통신(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=40958711&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기전체 ,상시채용,"['경력 2~5년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' SE(시스템엔지니어)', ' Java ']"
[야탑] 대법원 SM 업무,(주)이파피루스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=42861212&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기전체 ,상시채용,"['경력 3~10년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' 인프라', ' S/W ']"
[판교 IT기업] 콩테크 백엔드 서버 개발자 대규모 채용,콩테크(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44057521&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기 성남시 분당구 ,~ 10/23(일),"['경력2년↑', '대졸↑']","['백엔드/서버개발', ' Docker', ' Java', ' JPA', ' Kafka ']"
[면접비 지급] Back-End 개발자 영입,(주)트윔,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44131185&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기 화성시 ,~ 10/31(월),"['경력무관', '학력무관']","['백엔드/서버개발', ' 프론트엔드', ' 딥러닝', ' 머신러닝', ' 빅데이터 ']"
솔루션 개발 및 프로젝트 관리 엔지니어 모집,(주)이파피루스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44161995&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기 성남시 분당구 ,~ 11/06(일),"['경력무관', '학력무관']","['기술지원', ' 웹개발', ' 유지보수', ' 솔루션', ' 정보통신 ']"
국내/해외주식 매매시스템 개발 및 운영,(주)카카오페이증권,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43479959&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기전체 ,~ 10/30(일),"['경력 3~15년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' Java', ' Spring', ' SpringBoot ']"
Java 개발 및 운영,(주)카카오페이증권,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43479870&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기전체 ,상시채용,"['경력 3~15년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' DBA', ' Java', ' MySQL ']"
Frontend/Backend 개발자 채용,(주)베이리스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43927178&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기 성남시 수정구 ,~ 10/31(월),"['경력무관', '대졸↑']","['백엔드/서버개발', ' 프론트엔드', ' 정보통신', ' CSS', ' HTML ']"
'22년 디토닉(주) SW 고객상담CS부문 경력/신입 사원 채용,디토닉(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43908759&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기 안양시 동안구 ,~ 11/01(화),"['경력8년↑', '학력무관']","['솔루션', ' CS', ' 빅데이터', ' Spring', ' 소프트웨어개발 수정일 22/10/06 ']"
[SYSNOVA]분당근무 JAVA경력직 개발자 모집,(주)시스노바,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43995236&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경남 사천시 ,~ 11/15(화),"['경력5년↑', '학력무관']","['Java', ' API', ' ERP', ' RPA', ' SAP ']"
'22년 디토닉(주)  연구소 및 개발본부 채용공고,디토닉(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43908677&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기 안양시 동안구 ,~ 11/01(화),"['경력무관', '학력무관']","['빅데이터', ' Java', ' Python', ' Vue.js', ' 솔루션 ']"
[카카오페이] 서버 개발자 영입,(주)카카오페이,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43941180&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=c909eecc-d38e-4b16-9ad1-7e36ff84676b,경기 성남시 분당구 ,채용시,"['경력3년↑', '학력무관']","['Java', ' Kotlin', ' Scala', ' Spring', ' 모델링 ']"
[카카오페이] 데이터실 서버 개발자 영입,(주)카카오페이,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43847601&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 성남시 분당구 ,채용시,"['경력3년↑', '학력무관']","['Java', ' Kotlin', ' SpringBoot', ' CSS', ' Spring ']"
[카카오페이] 광고플랫폼 엔지니어 영입,(주)카카오페이,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44039776&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 성남시 분당구 ,채용시,"['경력2년↑', '학력무관']","['데이터분석가', ' 모델링', ' S/W', ' Java', ' Javascript ']"
[카카오페이] 검색 플랫폼 엔지니어 영입,(주)카카오페이,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44053125&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 성남시 분당구 ,채용시,"['경력2년↑', '학력무관']","['Java', ' Python', ' Spring', ' 알고리즘', ' 플러그인 ']"
웹개발(PHP/Java·JSP) 채용 공고,(주)레듀텍,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=41634490&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기전체 ,상시채용,"['경력 3~10년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' DBA', ' Git ']"
S/W 솔루션 책임급 개발자 채용,(주)티엔젠,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43342389&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기전체 ,상시채용,"['경력 10~20년', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' SE(시스템엔지니어)', ' S/W ']"
백엔드 Java 개발자,(주)티엔젠,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43459624&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기전체 ,상시채용,"['경력 10~20년', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' DBA', ' SE(시스템엔지니어) ']"
"NET, 웹프로그래머, Java, MySQL, Python",(주)블루커뮤니케이션,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43774876&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,인천 연수구 ,채용시,"['경력무관', '대졸↑']","['.NET', ' Java', ' PostgreSQL', ' MySQL', ' Python ']"
개발자(델파이/앱개발/백엔드/프론트엔드) 및 사업관리(PM) 채용,(주)이지트래픽,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43819888&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 안양시 동안구 ,상시채용,"['신입·경력', '학력무관']","['백엔드/서버개발', ' 앱개발', ' 웹개발', ' 프론트엔드', ' Android ']"
웹개발자 채용,(주)가비아씨엔에스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=42798241&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기전체 ,상시채용,"['경력 3~10년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 퍼블리셔', ' 프론트엔드', ' DBA ']"
(아주대학교)학사행정시스템 개발 및 운영 경력자 채용,(주)대아정보시스템,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43863050&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 수원시 영통구 ,채용시,"['경력 2~15년', '대졸↑']","['웹개발', ' Angular', ' Java', ' Spring', ' 솔루션 ']"
(아주대학교병원)그룹웨어 운영 및 개발 경력자 채용,(주)대아정보시스템,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44016676&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 수원시 영통구 ,채용시,"['경력 3~15년', '대졸↑']","['웹개발', ' ASP', ' ASP.NET', ' CSS3', ' HTML5 ']"
(주)온더아이티 신입/경력 개발자 모집,㈜온더아이티,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44042559&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 성남시 분당구 ,~ 10/31(월),"['신입·경력', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' .NET', ' Ajax ']"
"전산시스템 (EMR, ERP,CRM) 개발 및 유지보수 담당자 구인공고",(의)나래의료재단,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44121826&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 안양시 동안구 ,채용시,"['경력무관', '학력무관']","['SE(시스템엔지니어)', ' 정보보호교육', ' 코딩', ' 유지보수', ' ERP ']"
[디지탈 청년 일자리] Java/웹 개발 경력자를 모십니다,(주)엔제로,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44125249&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 안양시 동안구 ,~ 11/07(월),"['경력3년↑', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' S/W', ' Java ']"
(주)티엔젠 각 분야 신입/경력 채용(연구소&기술영업&기술지원),(주)티엔젠,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44136071&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 성남시 중원구 ,상시채용,"['신입·경력', '대졸↑']","['S/W', ' C#', ' C++', ' Git', ' Java ']"
[엑스골프/IT본부] 개발팀 (모바일 웹/앱) 개발자 경력직 채용,(주)그린웍스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44149072&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,서울 강서구 ,~ 10/25(화),"['경력5년↑', '학력무관']","['앱개발', ' 웹개발', ' Android', ' Angular', ' iOS ']"
"IT 개발자 (3D, DT, Mobile) 정규직 모집 (경력)",(주)내담씨앤씨,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44092583&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 성남시 분당구 ,채용시,"['경력 4~8년', '초대졸↑']","['백엔드/서버개발', ' 앱개발', ' 웹개발', ' 프론트엔드', ' 유지보수 ']"
웹개발  JAVA  JSP  SI  개발  경력 사원 공개채용(서울 / 경기),(주)새움소프트,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44102466&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기전체 ,~ 10/20(목),"['경력 3~7년', '대졸↑']","['웹개발', ' 프론트엔드', ' HTML', ' Java', ' JSP ']"
[키튼플래닛/브러쉬몬스터] 백엔드 개발자,키튼플래닛(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43469625&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기전체 ,~ 10/31(월),"['경력 3~10년', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' DBA', ' 인프라', ' AWS ']"
"개발자 경력직 채용 (java, C/C++, Linux 환경, 웹 등)",(주)네이블커뮤니케이션즈,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44063185&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 성남시 분당구 ,상시채용,"['경력', '초대졸↑']","['C++', ' C언어', ' Java', ' Linux', ' MySQL ']"
[순천향대학교병원 자회사] 병원정보시스템 개발/운영,동은정보기술(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44147618&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 부천시 ,~ 11/05(토),"['경력무관', '초대졸↑']","['웹개발', ' 유지보수', ' Java', ' Spring', ' SI·시스템통합 ']"
ATECIoT 연구소 소프트웨어(SW) 개발자 채용,(주)에이텍아이오티,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44169063&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기 성남시 분당구 ,~ 11/10(목),"['경력무관', '초대졸↑']","['백엔드/서버개발', ' 프론트엔드', ' DBMS', ' S/W', ' .NET ']"
인프라 웹 개발 직원 채용,엔시큐어(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44181872&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기전체 ,~ 11/11(금),"['경력3년↑', '학력무관']","['데이터엔지니어', ' SE(시스템엔지니어)', ' 네트워크', ' 데이터마이닝', ' 데이터시각화 ']"
서버/백엔드 개발자 채용,원투씨엠(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=42808547&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기전체 ,~ 10/31(월),"['신입·경력', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' DBA', ' SE(시스템엔지니어) ']"
위치기반 광고 앱 및 메신저 Java 백엔드 개발자,아이지피(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43861331&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5506691-97ac-4154-8854-a6b81e8244ac,경기전체 ,상시채용,"['경력 3~10년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' DBA', ' SE(시스템엔지니어)', ' Java ']"
